name,bio
SQUEEZE,The new wave institution celebrating 50 years of waxing lyrical about the lovelorn British condition.
SQUID,"Joyfully unclassifiable, Squid’s music is all about control and release. Tightly coiled rhythms twist until they explode, the scattered shards reassembling into something else entirely."
ST PAULS CARNIVAL,"Celebrates Afro-Caribbean music and culture with a fusion of reggae, soca, and calypso rhythms."
STEEL PULSE,"Heavyweight roots rockers whose latest release, ‘Mass Manipulation’, drips with the same righteous indignation that fired such classics as ‘Handsworth Revolution’."
STEVE DAVIS,"Known more for his snooker career, Steve Davis has also ventured into music as a DJ, exploring the realms of progressive electronic music and acid house."
STEVE KNIGHTLEY,"Steve Knightley is best known as a folk music artist. He is a prolific singer-songwriter and a key member of the folk duo Show of Hands, known for their powerful, resonant, and socially conscious music."
STEVEN WILSON,"Steven Wilson is a multi-Grammy nominated musician, solo artist and producer, as well as being the founding member of British rock band Porcupine Tree."
STONE JETS,"Stone Jets are a South African duo known for their folk-pop sound, which combines catchy melodies with vibrant rhythms and insightful lyrics, reflecting their diverse musical influences."
STORNOWAY,Atmospheric indie folk meets chamber pop from this revitalised and re-invigorated nature-celebrating band.
SU ORQUESTA,An orchestra famous for its rich arrangements and performances of classic salsa music.
SUBB-AN,"Subb-An is a notable name in the contemporary house and techno scenes, recognized for his sophisticated production techniques and consistently innovative releases that push the boundaries of electronic music."
SUBMOTIVE,More 'Headz space with the renowned DJ and producer.
SUGABABES,"The Sugababes are known for their eclectic mix of Pop, R&B, and dance music, characterized by harmonious vocals and innovative production."
SUGAR FREE,"A rising star in the electronic music scene, known for her vibrant and eclectic house and techno sets."
SUNTOU SUSSO,"Suntou Susso is a Gambian musician renowned for his modern take on traditional West African music. He specializes in the kora, a 21-string lute-bridge-harp, blending it with contemporary sounds."
SYREETA,London-based selector whose sounds are as diverse as her approach to life
SZA,"Multi-award-winning songwriter (Beyonce, Rhianna) whose much-anticipated new album ‘Lana’ is set to catapult her to further heights."
T.JACQUES,"Originating from the outskirts of the M25 Circular, London-based T. Jacques is carving out a name for himself in the underground house landscape, gaining recognition through a series of recent EP’s on labels such as Butter Side Up, MINDHELMET and his own Nuances de Nuit imprint."
TAI LOKUN,Acclaimed for his atmospheric ambient soundscapes and introspective electronica.
TAMA SUMO,"Tama Sumo is a respected DJ and producer within the house and techno genres. Associated with Berlin's legendary Berghain & Panorama Bar, she is known for her eclectic and deep musical selections."
TANITA TIKARAM,"Renowned folky singer songwriter and a passionate political commentator and campaigner, deeply committed to human rights and justice for all."
TARA LILY,"Tara Lily is a breakthrough artist in the jazz and R&B scenes. Hailing from London, her music seamlessly blends contemporary jazz with soulful melodies, infused with hints of her Bangladeshi heritage and modern production techniques."
TASH LC,Versatile DJ and producer celebrated for her eclectic mixes of global club music and Afrobeat.
TASHA,"A London-based DJ who specializes in bass-heavy, techno-driven sets that are known for their deep grooves and intricate rhythms."
TEMS,"GRAMMY Award-winning, Oscar nominated, Nigerian singer songwriter and producer of exotically rhythmic R&B, soul and Afropop."
TENNYSON KING,"Tennyson King is known for his soulful and electrifying blend of rock and folk music. His style often incorporates elements of blues and roots, delivering a raw, gritty sound that is both captivating and reflective."
THE AYOUB SISTERS,Classical chart toppers recognised for their ability to unite different genres and cultures through their unique style.
THE BAR-STEWARD SONS OF VAL DOONICAN,Folky cult collective of knit-wear enthusiasts with a penchant for Bar-Stewardizing famous songs with satirical comedy lyrics.
THE BAREFOOT BANDIT,"The Barefoot Bandit is a reggae/dub band known for their energetic performances and fusion of reggae with elements of rock and ska, creating a lively and upbeat sound."
THE BOOKSHOP BAND,"The Bookshop Band creates folk-inspired music, often drawing on literature and storytelling in their lyrics. They are known for performing in bookstores and literary festivals."
THE BREEDERS,"Demonstrating their versatility and panache on their reformation, seamlessly transitioning from dreamy, melancholic melodies to grungy, frenetic alt-pop."
THE BURMA,Glowing dance-orientated indie rock ‘n’ roll from Ireland with plenty of punky attitude.
THE CARRY NATION,The Carry Nation is a DJ and production duo known for their work in the underground house and techno scenes. Their eclectic sets and productions often feature a mixture of deep house rhythms and vibrant techno beats.
THE CAT EMPIRE,"Big selling, award-winning Australian outfit blessed overflowing with emotion, madness, and a deep sense of celebration on their many crowd-pleasing favourites."
THE DEEP BLUE,Rebellious but beautiful stories fusing anthemic themes and small musings with hypnotic harmonies.
THE DOWNSETTERS,"The Downsetters are a ska band known for their energetic and vibrant performances. Their sound incorporates elements of traditional ska, punk, and reggae, making them a dynamic presence in the modern ska revival scene."
THE EGG,"The Egg is known for their dance-oriented sound that blends elements of electronic, rock, and funk. They gained significant attention with their track 'Walking Away,' which received various remixes, blending catchy grooves with live instrumentation."
THE FARM,Legendary post-new wavers recently adopting electronic sounds that are brought to life with dynamic guitar riffs.
THE FEELING,Multi-million selling indie pop with a slew of chart-topping classics sitting neatly with brand new album ‘San Vito’.
THE FILTHY SIX,"The Filthy Six are known for their work in the modern jazz and soul-jazz scene, often blending elements of classic 60s soul and funk with contemporary jazz influences."
THE GO! TEAM,"A kaleidoscopic mix of rock and funk, aided by the power of the bassline and vocals from stalwart Ninja on a groovy sonic day trip."
THE JONNY HALIFAX INVOCATION,"The Jonny Halifax Invocation is known for their raw, electric blues sound, blending elements of psychedelia, rock, and drone music."
THE JUNGLE DRUMMER,"The Jungle Drummer, known for his dynamic live performances, is a virtuoso drummer who merges live drumming with jungle and drum & bass music. His energetic and precise drumming style has earned him a unique place in the electronic music world."
THE KS,Gloriously northern angsty indie pop from a band renowned for their raucous and uplifting live shows.
THE LAST DINNER PARTY,The BBC Sounds of 2024 winners unwrapping their literate indie art rock and dramatic baroque pop.
THE MAGIC NUMBERS,"Million selling, Mercury Prize nominated four-piece known for their gorgeous harmonies, melodic hooks and timeless sound."
THE MANFREDS,"The Manfreds are a British R&B band, known for their association with the 1960s pop scene. Their music often features a blend of blues, jazz, and pop influences, with catchy melodies and soulful sounds that have stood the test of time."
THE MANIFREDS,"Legendary British Invasion band known for their dynamic R&B and blues-rock sound, reformed from the original Manfred Mann lineup in 1991."
THE MARY WALLOPERS,A joyous vision of the historic music of their Irish homeland delivered in proper rabble-rousing style.
THE NATIONAL,"Dark, melancholy and difficult to describe; filled with bittersweet melodies and euphoric conspiratorial storylines."
THE NEXTMEN,"London-based production duo celebrated for their innovative mix of hip-hop, reggae, and drum and bass."
THE OLD TIME RAGS,"The Old Time Rags is a group that specializes in performing traditional ragtime music. Their engaging live shows often feature a combination of lively music and vintage costumes, capturing the spirit and energy of the early 20th century."
THE ORB,Orb’s interstellar space odysse
THE PARALLELS,Mid-tempo but hugely uplifting guitar-led pop.
THE PLUMPS,"The Plumps, consisting of DJ duo Lee Rous and Andy Gardner, are pioneers in the breaks sub-genre of electronic music known as 'Plump DJs'. They have significantly contributed to the breakbeat and nu-skool breaks scenes since the late 1990s."
THE PRIMITIVES,"The Primitives are a British indie pop band that rose to fame in the late 1980s. Their sound is characterized by catchy melodies, jangly guitars, and the distinctive voice of lead singer Tracy Tracy. They are best known for their hit 'Crash'."
THE SCRATCH,A full-blown metal band turned to acoustic busking losing none of their raw energy in the process.
THE SCRIBES,The Scribes are a hip-hop group known for their socially conscious lyrics and dynamic live performances. Their music blends elements of traditional hip-hop with contemporary sounds and thought-provoking themes.
THE SILHOUETTES PROJECT,"Best of the new platform for up and coming Hip-Hop, Soul and Jazz artists from the UK."
THE SKATALITES,"The original pioneers of ska and rocksteady have a history stretching back 60 years. Featuring some legendary musicians, the band prove why this music will never die."
THE SNUTS,Fist-bumping good time singalong Scottish indie rock; anthems made to measure.
THE STAVES,Dreamy alternative indie folk duo who sparkle and glow via sisters Jessica and Camilla Staveley-Taylor’s joyous harmonies.
THE STREETS,"Mike Skinner’s streetwise inner-city storylines switching from broken dreams to broken reality, soundtracked with a suitably subdued electronic vibe."
THE TROUBLE NOTES,"The Trouble Notes are celebrated for their world fusion music, combining classical violin techniques with folk, gypsy jazz, and electronic beats. Their music often transcends cultural boundaries and invites listeners into a diverse sonic landscape."
THE VACCINES,Champions of the melody hook and big chorus return with more boisterous anthems from new album ‘Pick-Up Full Of Pink Carnations’.
THE ZAWOSE QUEENS,"The Zawose Queens are known for their traditional Tanzanian music, incorporating indigenous instruments and vocal styles that showcase the rich musical heritage of East Africa."
THE ZUTONS,"Back to their happy clapping playful best playing uplifting, rueful and expertly crafted tunes after their brief hiatus."
THEO KOTTIS,"Theo Kottis is a Scottish DJ and producer whose music typically falls within the realm of house and techno. His style frequently features melodic and emotive elements, creating a deep and immersive listening experience."
THINK TONK,"A celebration of drum and bass, jungle and dancehall, an adventure into all things Bashy, Bassy, Wavey and Ravey."
THIS IS THE KIT,"Banjo-toting singer songwriter with a hypnotic twang pattern and a voice of rare, unaffected beauty."
THRILL COLLINS,"Thrill Collins is a British acoustic trio known for their high-energy live performances and unique covers of popular songs. They describe their style as 'skiffle pop,' blending skiffle—a genre influenced by jazz, blues, and folk—with pop music elements."
TIANNA,"Bristol born, neo-soul singer songwriter, influenced by the likes of Joy Crookes, Pip Millet and Greentea Peng."
TIM REAPER,"Future Retro London label boss and lover of all things Jungle, Drum & Bass and Hardcore."
TOBY LEE,Self-taught guitar slinger who oozes class and boasts a musical resume to die for; from the West End to sharing the stage with Slash and Joe Bonamassa.
TODD EDWARDS,"An influential figure in UK garage, Todd Edwards is known for his innovative use of vocal sampling and complex, choppy beats that define the genre."
TOMMY HOLOHAN,"Tommy Holohan is known for his gritty approach to techno, combining hard-hitting beats with dark, atmospheric undertones."
TONINO BALIARDO,"Tonino Baliardo is a founding member and lead guitarist of the Gipsy Kings, instrumental in defining their distinctive sound that mixes traditional flamenco with contemporary influences."
TORNADO WALLACE,"An innovative DJ and producer from Melbourne, creating deep house and Balearic beat tracks with a penchant for lush, atmospheric soundscapes."
TORS,"Making the kind of songs you shout along to in the car alone with the windows down, just before last call in a pub full of friends."
TOVE LO,"Swedish singer Tove Lo is known for her raw, grunge-influenced pop music with electronic and synth-pop elements."
TOYA DELAZY,"Toya Delazy is a South African artist known for her unique blend of jazz, electro, and hip-hop, a style she refers to as 'JEHP'."
TOYAH,Iconic punk and new wave singer with a theatrical flair and a diverse musical repertoire.
TRAMPOLENE,Teenage angst and the tribulations of growing up by the band fronted by Welsh punk poet Jack Jones.
TRAUMER,"A French DJ and producer celebrated for his minimalistic and atmospheric techno, blending intricate rhythms with melodic elements."
TURNO,"Turno is a prominent figure in the drum and bass scene, known for his high-energy tracks, aggressive basslines, and dynamic DJ sets that captivate audiences worldwide."
TWIN SUN,"Twin Sun is a duo that produces and DJs in the disco house genre. Their music typically features upbeat, funky basslines and retro-sounding synths, which bring a modern twist to the classic disco sound."
TWO DOOR CINEMA CLUB,Post punk indie synth pop with a high melodic quota brimming with sunny-side platitudes and peppy tempos.
UNAI TROTTI,"The master of brilliant transitions, pulsating tech groovers, proggy house and other 90s oriented goodness."
UNCLE DUGS,Uncle Dugs is a DJ and radio presenter known for his dedication to Jungle and Drum and Bass music. He curates shows that highlight classic tracks while introducing new talent in the genre.
UNGLUED,"Unglued is an artist in the drum and bass sub-genre. Known for high energy tracks and intricate breakbeats, Unglued has made a significant impact on the DnB scene."
USHTI BABA,Ushti Baba is a folk fusion band known for their energetic performances that combine traditional folk instrumentation with contemporary rhythms and melodies. They are celebrated for their eclectic sound and dynamic live shows.
VILLAGE CUTS,"Village Cuts is a music duo known for their fusion of Afrobeat, electronic, and dancehall music, producing vibrant and energetic tracks."
VIOLETA VICCI,"Rooted in natural soundscapes and highlighting the fragility of the environment, singer and violinist Violeta Vicci is a multi-faceted contemporary classical and electronic artist."
VOICE OF BACEPROT,"Indonesian Muslim metalheads with headscarves and heavy, heavy guitars dropping into some exotic melodies."
VXRGO,"Emerging DJ and producer pushing the darker, soulful, and technical side of jungle and drum & bass."
WES BAGGALEY,"Wes Baggaley is a UK-based DJ known for his eclectic mix of house and techno. With a deep love for electronic music, his sets often span various sub-genres, blending classic house sounds with the edgier side of techno."
WILFY D,"Hailing from Bristol, Wilfy D has been making waves with his distinctive sound blending House, UK Garage and R&B. Wilfy D continues to leave his mark on the UK scene, seamlessly blending the past with the present."
WILKINSON,One of the UK’s best known electronic artists whose ‘Cognition’ album became the most successful drum and bass album for a decade.
WILL VARLEY,"Singer songwriter marrying vivid imagery, raw emotion and surrealism to capture his personal musings."
WILLIE J HEALEY,"Willie J Healey is a British singer-songwriter known for his eclectic blend of indie rock and alternative sounds. His music often features catchy melodies, introspective lyrics, and a laid-back, yet energetic vibe."
WODDA,"With a 'no stone left unturned' attitude when producing and hunting for music, Wodda has crafted himself a foundation of versatility."
Y U QT,"UK-centric rave, jungle, garage, house and bassline."
YARD ACT,"Moving effortlessly between a world of hypnotic electronic dance grooves, upbeat vibes and their trademark obtuse post punk narrative in gloriously schizophrenic style."
YEMZ,"The DJ for the girls and the gang. Whether its waistline warpers, baile krud & anything in between, Yemz has been dizzying dance floors and festivals with a spiral of genres doused in steeze & she’s just getting started with her debut production already setting flames with much more in the pipeline"
YOUNG MARCO,"Young Marco is a Dutch DJ and producer known for his eclectic approach to electronic music, blending elements of house, disco, and ambient. His sets are celebrated for their unpredictability and emotional depth."
YOUTH,"Grammy award winning producer, founding member and bassist of the rock band Killing Joke."
YUNG SINGH,"Leading figure in the UK Punjabi garage scene, blending traditional bhangra with modern electronic beats."
YUSHH,Deep and dubby atmospheric electronic sounds.
ZED BIAS,"Zed Bias is a pioneering figure in the UK Garage and 2-step garage scenes. Known for his innovative productions, he played a crucial role in shaping the sound of early 2000s UK dance music."
ZERO 7,"British duo creating lush, downtempo electronic music blending trip-hop, acid jazz, and ambient sounds."
ZIMMA,"Zimma is associated with the UK bass music scene, producing tracks that blend elements of house, garage, and bassline."
ZOE WREN,"Zoe Wren is a folk musician from the UK, known for her storytelling through music. Her style often incorporates traditional folk elements with modern acoustic sounds, creating a unique blend that resonates with contemporary audiences while preserving the essence of folk music."
