name,bio
ROSS FROM FRIENDS,"Ross From Friends is a significant artist within the lo-fi house sub-genre. His music features hazy textures, lo-fi beats, and nostalgic melodies that evoke a sense of longing and memory, all while keeping the dance floor moving."
ROSSI.,One of the freshest DJs from the London club scene with his own unique spin on minimal house music.
ROXANNE ROLL,"Roxanne Roll is known for her part in the Fleetmac Wood project, which re-edits and remixes Fleetwood Mac's music for a club setting, often blending disco and house elements."
RROSE,"Rrose - Please Touch. Acoustically-deceiving, mind-rearranging music from Rrose that moves beyond techno into something more tactile and unpredictable."
RUDIMENTAL,"Rudimental is a British band known for their contributions to the Drum and Bass and electronic music scenes. Their tracks often feature a blend of soulful melodies and robust basslines, making them a staple in the genre."
RUMBA DE BODAS,"Rumba De Bodas is a band from Italy that fuses Latin, swing, and ska. Their lively and festive music is designed to get audiences dancing, incorporating vibrant rhythms and a cheerful vibe."
RUSS RYAN,"Russ Ryan is a DJ and producer often recognized for his contributions to jazz-infused beats and hip-hop. He blends classic jazz elements with modern rhythms, creating a unique sound palette that resonates with diverse audiences."
RUSSELL CROWE'S INDOOR GARDEN PARTY,"Thought up in a pub, the actor’s musical venture is an event, a band, a happening. The personnel changes, but it’s always big."
RYAN MCMULLAN,Acclaimed Irish singer songwriter who has garnered widespread acclaim for his soulful sound and powerful lyrics.
S.P.Y,S.P.Y is a Brazilian drum and bass DJ and music producer known for his work in the Liquid Funk sub-genre.
SABIYHA,Putting humanity to the forefront as they explore and expose the most vulnerable and empowering parts of themselves.
SALLY C,"Irish born DJ traversing vintage house, hip house, acid house and break beat."
SAM DIVINE,"Sam Divine is a prominent figure in the house music scene. Known for her dynamic DJ sets and deep connection with her audience, she has become a staple at major house music festivals and events around the world."
SAM EVANS,Somerset band who won the Pilton Stage talent competition beating off 1000 entrants.
SAM LEE,"Sam Lee is a noted artist in the contemporary folk music scene. He is renowned for his work in preserving traditional British folk songs and often incorporates a modern twist, bringing new life to historical melodies and stories."
"SAM LEE - AN OAK SONG, A FOLKSONG AND A NIGHTINGALE",The folk custodian of the native song of the British Isles
SAMBA BOYS,Tommy holohan a Dublin native who has risen to the forefront of techno with a remarkable trajectory Joins felow Irish DJ and producer sensation Ketama for another of their blistering techno infused B2B set.
SAMMY VIRJI,Bringing the electronic house sounds of Ibiza to sunny* Somerset. (*TBC)
SAMPHA,"Gifted R&B singer, songwriter, musician and record producer who’s collaborated with Kendrick Lamar, Drake and Jessie Ware among many others."
SAMURAI BREAKS,"Samurai Breaks is an artist in the genre of jungle and drum and bass. Known for high-energy tracks and breakbeat rhythms, Samurai Breaks has a distinctive sound that mixes classic jungle vibes with modern twists."
SAOIRSE,"Saoirse is known for her work in the electronic music scene, particularly within the genres of house, techno, electro, and more. She is celebrated for her dynamic DJ sets and deep, eclectic music selections."
SASHA STEPPA FEAT KIKO BUN,Part of the new wave of Soundsystem DJs with Kiko Bun on MC.
SAUL ROSE,"Saul Rose is known for his contributions to the folk and traditional music scene, particularly in England. He is a talented melodeon player, contributing to various bands and collaborations."
SCARLETT O’MALLEY,Electronic dance sounds kick off the Foundation FM Takeover.
SCOTT DIAZ,"Scott Diaz is a DJ and producer known for his contributions to the house music scene. His work often features soulful, deep, and jazzy elements, making him a respected figure in both underground and mainstream house circles."
SCOUTING FOR GIRLS,"Multi-award nominated, top ten single-producing, indie pop outfit with hooks aplenty."
SEAN LAKEMAN,"Sean Lakeman is an acclaimed British folk musician and producer, often performing with his wife, Kathryn Roberts. He is known for his masterful guitar work and production that stays true to the roots of traditional folk music."
SEAN MCCABE,"Sean McCabe is a British DJ and producer known for his work in soulful house music. His style incorporates rich vocals, deep grooves, and influences from disco and jazz, creating emotionally resonant tracks that are popular in the global house music scene."
SEASICK STEVE,"The 73-year-old, one string plucking bluesman returns on the back of a brand new album of boogie-fried pontification."
SEB LOWE,Singer songwriter wrapping his impassioned messages up with kaleidoscopic sounds and soaring choruses.
SEIZE THE DAY,"Seize The Day is an activist band known for their politically charged lyrics and folk-inspired sound. Their music often addresses social and environmental issues, blending traditional folk with modern protest music."
SELECTA JMAN,"Selecta Jman is an artist prominent in the jungle and drum and bass scenes, known for his high-energy sets and deep, rolling basslines."
SESSION VICTIM,"One of Germanys most prolific and accomplished house music production duos with an impressive remix catalogue (Midnight Magic, Folamour, Khruangbin)."
SEVENTEEN,"13-strong K-pop phenomenon, known as the “K-Pop Performance Powerhouse” mixing EDM, synth pop, R&B and electronica."
SG LEWIS,"Sg Lewis is a British singer, songwriter, and record producer. His music blends elements of electronic, disco, and house, often resulting in a smooth, atmospheric sound that appeals to fans of contemporary dance music."
SG LEWIS + TOVE LO: CLUB HEAT,Sweden’s darkest pop export mixing it up with the deep house maestro.
SHANIA TWAIN,"Multi-million selling, Grammy-winning Canadian singer-songwriter whose adaptation of country into perfect pop has made her a global superstar."
SHANTI CELESTE,"Shanti Celeste is a DJ, producer, and label co-founder known for her work in the house and techno sub-genres. Her sound often features elements of Chicago house, deep house, and techno, combined with a unique, uplifting vibe."
SHAZNAY LEWIS,"Ivor Novello and BRIT Awards winning singer songwriter, who previously powered multi-million selling girl band All Saints."
SHERELLE,"Sherelle is a London-based DJ and producer known for her high-octane sets and deep expertise in footwork, jungle, and drum & bass. Her energetic performances and innovative selections have made her a prominent figure in the UK electronic music scene."
SHOSH,"Shosh is a prominent figure in the UK garage scene, known for her contributions to the genre both as a DJ and producer. As part of the Garage Girls collective, she blends classic UK garage with contemporary bass and house influences."
SHOWHAWK DUO,"The Showhawk Duo are famed for their unique style that blends acoustic and electronic music. Their innovative approach sees them performing acoustic takes on dance anthems and contemporary hits, showcasing their exceptional guitar skills."
SHY FX,Veteran jungle/drum and bass DJ and producer straight from the soundsystem culture of his legendary grandad Count Shelly.
SHY ONE,"DJ, producer, radio broadcaster (Soup To Nuts on Balamii Radio) and member of South London-based musical platform Touching Bass."
SHYGIRL,"Shygirl is an artist who blends elements of hip hop, experimental pop, and electronic music. Known for her bold and genre-defying style, she has garnered attention for her innovative approach to music and performance."
SHYGIRL PRESENTS CLUB SHY,"Taking to the decks with catchy hooks telling stories of relationships, sexual desires and romantic frustrations."
SID GRIFFIN,"Sid Griffin is an American musician best known for his work with the Long Ryders, a band associated with the cowpunk and Americana sub-genres. His music blends elements of punk rock, country, and folk."
SILVER SNIPA B2B VXRGO,Legendary label Metalheadz takes over with Silva Snipa and Vxrgo head to head.
SIMULA,"Simula is a Drum and Bass producer known for his fast-paced, high-energy tracks. His music often features intricate basslines and complex rhythms, making him a rising star in the genre."
SIS:DEM,Female bass collective showcasing the crème de la crème of the UK's underground scene.
SKINDRED,"Outspoken ragga-metal legends who hit #2 in the Official Album Charts last year, fresh from their headline show at Wembley Arena."
SKITZ,"DJ Skitz is a key figure in the UK hip-hop scene, known for his production work and DJing. His music often features socially conscious lyrics and a blend of hip-hop beats with elements of reggae and funk."
SKREAM,"Skream is a British electronic music producer and DJ, often credited as a pioneer in the dubstep genre. He has been influential in shaping the sound of dubstep with his minimalist yet impactful productions, and has also explored house and techno in his later work."
SKREAM & BENGA,Dubstep legends Skream And Benga reunited with SGT Pokes.
SLEAFORD MODS,"With their trademark minimal electronics, incisive often surreal wordplay, the dynamic duo disassemble the wrongs of world with righteous anger."
SMOKIN' JO,"Smokin' Jo is a renowned DJ in the house and techno scene. With a career spanning several decades, she has played at some of the world's most famous clubs and festivals and has made significant contributions to the dance music landscape."
SOCCER MOMMY,Insular thought provoking snapshots of elation and its after effects from the alternative indie singer songwriter.
SOFIA KOURTESIS,"The exuberance of the Peruvian producer’s live performance reflect the tropical vibrancy of the tunes culled from her much loved album, ‘Madras’."
SOFT PLAY,Topless tattooed punk rock with suitably abrasive hardcore edges from the band formerly known as Slaves.
SONIQUE,Former S'Express vocalist turned DJ.
SONNY FODERA,Australian-born DJ and producer who has created his own brand of groove driven and emotive house music.
SOPHIE ELLIS BEXTOR,"Sophie Ellis Bextor is a British singer-songwriter known for her work in the pop and disco genres, gaining fame with hits like 'Murder on the Dancefloor' and 'Groovejet (If This Ain't Love)'."
SOPHIE FAITH,"Sophie Faith is a singer-songwriter whose music blends elements of soul, jazz, and R&B. Her emotive voice and heartfelt lyrics have garnered her a dedicated following and critical acclaim in the contemporary soul scene."
SPRINTS,"Brash Irish four-piece transforming pain into truth, passion into purpose and perseverance into strength with a punky edge and some polished melodies."
SQUEEZE,The new wave institution celebrating 50 years of waxing lyrical about the lovelorn British condition.
SQUID,"Joyfully unclassifiable, Squid’s music is all about control and release. Tightly coiled rhythms twist until they explode, the scattered shards reassembling into something else entirely."
ST PAULS CARNIVAL B2B NOTTING HILL CARNIVAL,A Carnival soundclash as St pauls meets Notting Hill.
STEEL PULSE,"Heavyweight roots rockers whose latest release, ‘Mass Manipulation’, drips with the same righteous indignation that fired such classics as ‘Handsworth Revolution’."
STEVE DAVIS & KAVUS TORABI AMBIENT DJ SET,"Steve Davis & Kavus Torabi, Expect an inspiring genre-spanning DJ set from the duo - a set impossible to narrow down but effectively across the board - weird and left field Prog Bangers with Quality Electronic and top end Techno slung into the mix!"
STEVE HILLAGE & MIQUETTE GIRAUDY PERFORMING RAINBOW DOME MUSICK,Steve Hillage and Miquette Giraudy perform their groundbreaking and seminal no-beats ambient work Rainbow Dome Musick on the new Woodsies Tree stage with its surround sound system. Not to be missed!
STEVE KNIGHTLEY,"Steve Knightley is best known as a folk music artist. He is a prolific singer-songwriter and a key member of the folk duo Show of Hands, known for their powerful, resonant, and socially conscious music."
STEVEN WILSON THE HARMONY CODEX TITLE TRACK IN QUADRAPHONIC,"Steven Wilson is a multi-Grammy nominated musician, solo artist and producer, as well as being the founding member of British rock band Porcupine Tree."
STONE JETS,"Stone Jets are a South African duo known for their folk-pop sound, which combines catchy melodies with vibrant rhythms and insightful lyrics, reflecting their diverse musical influences."
STORNOWAY,Atmospheric indie folk meets chamber pop from this revitalised and re-invigorated nature-celebrating band.
SUBB-AN,"Subb-An is a notable name in the contemporary house and techno scenes, recognized for his sophisticated production techniques and consistently innovative releases that push the boundaries of electronic music."
SUBMOTIVE,More 'Headz space with the renowned DJ and producer.
SUGABABES,"The Sugababes are known for their eclectic mix of Pop, R&B, and dance music, characterized by harmonious vocals and innovative production."
SUGAR FREE B2B FONTE,"The duo serve up vibrant house, techno and electro."
SUNTOU SUSSO,"Suntou Susso is a Gambian musician renowned for his modern take on traditional West African music. He specializes in the kora, a 21-string lute-bridge-harp, blending it with contemporary sounds."
SYREETA,London-based selector whose sounds are as diverse as her approach to life
SZA,"Multi-award-winning songwriter (Beyonce, Rhianna) whose much-anticipated new album ‘Lana’ is set to catapult her to further heights."
T.JACQUES,"Originating from the outskirts of the M25 Circular, London-based T. Jacques is carving out a name for himself in the underground house landscape, gaining recognition through a series of recent EP’s on labels such as Butter Side Up, MINDHELMET and his own Nuances de Nuit imprint."
TAMA SUMO,"Tama Sumo is a respected DJ and producer within the house and techno genres. Associated with Berlin's legendary Berghain & Panorama Bar, she is known for her eclectic and deep musical selections."
TANITA TIKARAM,"Renowned folky singer songwriter and a passionate political commentator and campaigner, deeply committed to human rights and justice for all."
TARA LILY,"Tara Lily is a breakthrough artist in the jazz and R&B scenes. Hailing from London, her music seamlessly blends contemporary jazz with soulful melodies, infused with hints of her Bangladeshi heritage and modern production techniques."
TASH LC,"Tash Lc is a London-based DJ and radio presenter recognized for her eclectic mixes that span across genres like Afrobeat, highlife, and electronic music. Her work often highlights the rich sounds of the African diaspora."
TAYLAH ELAINE,"Genre surfing selector, fusing new tracks, old classics and everything in between and from every genre."
TEMS,"GRAMMY Award-winning, Oscar nominated, Nigerian singer songwriter and producer of exotically rhythmic R&B, soul and Afropop."
TENNYSON KING,"Tennyson King is known for his soulful and electrifying blend of rock and folk music. His style often incorporates elements of blues and roots, delivering a raw, gritty sound that is both captivating and reflective."
THE AYOUB SISTERS,Classical chart toppers recognised for their ability to unite different genres and cultures through their unique style.
THE BAR-STEWARD SONS OF VAL DOONICAN,Folky cult collective of knit-wear enthusiasts with a penchant for Bar-Stewardizing famous songs with satirical comedy lyrics.
THE BAREFOOT BANDIT,"The Barefoot Bandit is a reggae/dub band known for their energetic performances and fusion of reggae with elements of rock and ska, creating a lively and upbeat sound."
THE BOOKSHOP BAND,"The Bookshop Band creates folk-inspired music, often drawing on literature and storytelling in their lyrics. They are known for performing in bookstores and literary festivals."
THE BOOTLEG BEATLES,From period piece Merseybeat to Pepper-era psychedelia with all of the between-song Lennon one-liners adding to the authenticity.
THE BREEDERS,"Demonstrating their versatility and panache on their reformation, seamlessly transitioning from dreamy, melancholic melodies to grungy, frenetic alt-pop."
THE BURMA,Glowing dance-orientated indie rock ‘n’ roll from Ireland with plenty of punky attitude.
THE CARRY NATION,The Carry Nation is a DJ and production duo known for their work in the underground house and techno scenes. Their eclectic sets and productions often feature a mixture of deep house rhythms and vibrant techno beats.
THE CAT EMPIRE,"Big selling, award-winning Australian outfit blessed overflowing with emotion, madness, and a deep sense of celebration on their many crowd-pleasing favourites."
THE DEEP BLUE,Rebellious but beautiful stories fusing anthemic themes and small musings with hypnotic harmonies.
THE DOWNSETTERS,"The Downsetters are a ska band known for their energetic and vibrant performances. Their sound incorporates elements of traditional ska, punk, and reggae, making them a dynamic presence in the modern ska revival scene."
THE EGG,"The Egg is known for their dance-oriented sound that blends elements of electronic, rock, and funk. They gained significant attention with their track 'Walking Away,' which received various remixes, blending catchy grooves with live instrumentation."
THE EGG AMBIENT SET,"The Egg - Twins Ned and Maff Scott (& more) play live electronic dance /chill / rocktronic / vocoder with a visual triggered show & more, Think Pink Floyd, Underworld , Air, Daft Punk"
THE FARM,Legendary post-new wavers recently adopting electronic sounds that are brought to life with dynamic guitar riffs.
THE FEELING,Multi-million selling indie pop with a slew of chart-topping classics sitting neatly with brand new album ‘San Vito’.
THE FILTHY SIX,"The Filthy Six are known for their work in the modern jazz and soul-jazz scene, often blending elements of classic 60s soul and funk with contemporary jazz influences."
THE GO! TEAM,"A kaleidoscopic mix of rock and funk, aided by the power of the bassline and vocals from stalwart Ninja on a groovy sonic day trip."
THE JONNY HALIFAX INVOCATION,"The Jonny Halifax Invocation is known for their raw, electric blues sound, blending elements of psychedelia, rock, and drone music."
THE JUNGLE DRUMMER,"The Jungle Drummer, known for his dynamic live performances, is a virtuoso drummer who merges live drumming with jungle and drum & bass music. His energetic and precise drumming style has earned him a unique place in the electronic music world."
THE KS,Gloriously northern angsty indie pop from a band renowned for their raucous and uplifting live shows.
THE LAST DINNER PARTY,The BBC Sounds of 2024 winners unwrapping their literate indie art rock and dramatic baroque pop.
THE MAGIC NUMBERS,"Million selling, Mercury Prize nominated four-piece known for their gorgeous harmonies, melodic hooks and timeless sound."
THE MANFREDS,"The Manfreds are a British R&B band, known for their association with the 1960s pop scene. Their music often features a blend of blues, jazz, and pop influences, with catchy melodies and soulful sounds that have stood the test of time."
"THE MANFREDS
FEATURING PAUL JONES & MIKE D’ABO",Celebrating a remarkable 60 years as one of Britain’s most respected bands; a rare opportunity to see both vocalists Paul Jones and Mike D’Abo on stage together.
THE MARY WALLOPERS,A joyous vision of the historic music of their Irish homeland delivered in proper rabble-rousing style.
THE NATIONAL,"Dark, melancholy and difficult to describe; filled with bittersweet melodies and euphoric conspiratorial storylines."
THE NEXTMEN,"The Nextmen are a production and DJ duo known for their eclectic mix of hip-hop, reggae, and electronic music. Their versatile style has earned them a prominent place in the UK music scene, with various successful albums and live performances."
THE NEXTMEN FT KIKO BUN,"North London’s sound system governor Kiko Bun, with The Nextmen providing rgan groove streaked with a folky, 60s touch of psychedelia."
THE OLD TIME RAGS,"The Old Time Rags is a group that specializes in performing traditional ragtime music. Their engaging live shows often feature a combination of lively music and vintage costumes, capturing the spirit and energy of the early 20th century."
THE ORB,Orb’s interstellar space odysse
THE PARALLELS,Mid-tempo but hugely uplifting guitar-led pop.
THE PLUMPS,"The Plumps, consisting of DJ duo Lee Rous and Andy Gardner, are pioneers in the breaks sub-genre of electronic music known as 'Plump DJs'. They have significantly contributed to the breakbeat and nu-skool breaks scenes since the late 1990s."
THE PRIMITIVES,"The Primitives are a British indie pop band that rose to fame in the late 1980s. Their sound is characterized by catchy melodies, jangly guitars, and the distinctive voice of lead singer Tracy Tracy. They are best known for their hit 'Crash'."
THE SCRATCH,A full-blown metal band turned to acoustic busking losing none of their raw energy in the process.
THE SCRIBES,The Scribes are a hip-hop group known for their socially conscious lyrics and dynamic live performances. Their music blends elements of traditional hip-hop with contemporary sounds and thought-provoking themes.
THE SILHOUETTES PROJECT,"Best of the new platform for up and coming Hip-Hop, Soul and Jazz artists from the UK."
THE SKATALITES,"The original pioneers of ska and rocksteady have a history stretching back 60 years. Featuring some legendary musicians, the band prove why this music will never die."
THE SNUTS,Fist-bumping good time singalong Scottish indie rock; anthems made to measure.
THE STAVES,Dreamy alternative indie folk duo who sparkle and glow via sisters Jessica and Camilla Staveley-Taylor’s joyous harmonies.
THE STREETS,"Mike Skinner’s streetwise inner-city storylines switching from broken dreams to broken reality, soundtracked with a suitably subdued electronic vibe."
THE TROUBLE NOTES,"The Trouble Notes are celebrated for their world fusion music, combining classical violin techniques with folk, gypsy jazz, and electronic beats. Their music often transcends cultural boundaries and invites listeners into a diverse sonic landscape."
THE VACCINES,Champions of the melody hook and big chorus return with more boisterous anthems from new album ‘Pick-Up Full Of Pink Carnations’.
THE ZAWOSE QUEENS,"The Zawose Queens are known for their traditional Tanzanian music, incorporating indigenous instruments and vocal styles that showcase the rich musical heritage of East Africa."
THE ZUTONS,"Back to their happy clapping playful best playing uplifting, rueful and expertly crafted tunes after their brief hiatus."
THEO KOTTIS,"Theo Kottis is a Scottish DJ and producer whose music typically falls within the realm of house and techno. His style frequently features melodic and emotive elements, creating a deep and immersive listening experience."
THINK TONK,"A celebration of drum and bass, jungle and dancehall, an adventure into all things Bashy, Bassy, Wavey and Ravey."
THIS IS THE KIT,"Banjo-toting singer songwriter with a hypnotic twang pattern and a voice of rare, unaffected beauty."
THRILL COLLINS,"Thrill Collins is a British acoustic trio known for their high-energy live performances and unique covers of popular songs. They describe their style as 'skiffle pop,' blending skiffle—a genre influenced by jazz, blues, and folk—with pop music elements."
TIANNA,"Bristol born, neo-soul singer songwriter, influenced by the likes of Joy Crookes, Pip Millet and Greentea Peng."
TIM REAPER,"Future Retro London label boss and lover of all things Jungle, Drum & Bass and Hardcore."
TOBY LEE,Self-taught guitar slinger who oozes class and boasts a musical resume to die for; from the West End to sharing the stage with Slash and Joe Bonamassa.
TODD EDWARDS,"Todd Edwards is an American house and garage producer known for his pioneering work in the UK garage scene. He is famous for his unique vocal sampling technique, which has influenced a generation of electronic music producers."
TOMMY HOLOHAN,"Tommy Holohan is an Irish DJ and producer known for his high-octane techno tracks, blending industrial and rave elements to create a hard-hitting sonic experience."
TONINO BALIARDO,"Tonino Baliardo is a founding member and lead guitarist of the Gipsy Kings, instrumental in defining their distinctive sound that mixes traditional flamenco with contemporary influences."
TORS,"Making the kind of songs you shout along to in the car alone with the windows down, just before last call in a pub full of friends."
TOVE LO,"Tove Lo is a Swedish singer and songwriter known for her raw, confessional pop music. Her style often incorporates elements of electropop and indie pop, characterized by catchy hooks and emotionally charged lyrics."
TOYA DELAZY,"Toya Delazy is a South African artist known for her unique blend of jazz, electro, and hip-hop, a style she refers to as 'JEHP'."
TOYAH,"Toyah Willcox is a British musician known for her work in the new wave and punk rock genres. Active since the late 1970s, she has been a dynamic performer and has also ventured into acting."
TOYAH & ROBERT,Punk and new wave hit singer with legendary guitarist (that’s him on Bowie’s ‘Heroes’) who’ve amassed 120 million YouTube views for their ‘Sunday Lunch’ sessions.
TRAMPOLENE,Teenage angst and the tribulations of growing up by the band fronted by Welsh punk poet Jack Jones.
TRAUMER,"Traumer is a French DJ and producer recognized for his contributions to the techno and house music scenes. His sub-genre often leans towards deep tech and minimal house, characterized by hypnotic rhythms and meticulous production."
TURNO,"Turno is a prominent figure in the drum and bass scene, known for his high-energy tracks, aggressive basslines, and dynamic DJ sets that captivate audiences worldwide."
TWIN SUN,"Twin Sun is a duo that produces and DJs in the disco house genre. Their music typically features upbeat, funky basslines and retro-sounding synths, which bring a modern twist to the classic disco sound."
TWO DOOR CINEMA CLUB,Post punk indie synth pop with a high melodic quota brimming with sunny-side platitudes and peppy tempos.
UNAI TROTTI,"The master of brilliant transitions, pulsating tech groovers, proggy house and other 90s oriented goodness."
UNCLE DUGS,Uncle Dugs is a DJ and radio presenter known for his dedication to Jungle and Drum and Bass music. He curates shows that highlight classic tracks while introducing new talent in the genre.
UNGLUED,"Unglued is an artist in the drum and bass sub-genre. Known for high energy tracks and intricate breakbeats, Unglued has made a significant impact on the DnB scene."
USHTI BABA,Ushti Baba is a folk fusion band known for their energetic performances that combine traditional folk instrumentation with contemporary rhythms and melodies. They are celebrated for their eclectic sound and dynamic live shows.
VILLAGE CUTS,"Village Cuts is a music duo known for their fusion of Afrobeat, electronic, and dancehall music, producing vibrant and energetic tracks."
VIOLETA VICCI,"Rooted in natural soundscapes and highlighting the fragility of the environment, singer and violinist Violeta Vicci is a multi-faceted contemporary classical and electronic artist."
VOICE OF BACEPROT,"Indonesian Muslim metalheads with headscarves and heavy, heavy guitars dropping into some exotic melodies."
WES BAGGALEY,"Wes Baggaley is a UK-based DJ known for his eclectic mix of house and techno. With a deep love for electronic music, his sets often span various sub-genres, blending classic house sounds with the edgier side of techno."
WILFY D,"Hailing from Bristol, Wilfy D has been making waves with his distinctive sound blending House, UK Garage and R&B. Wilfy D continues to leave his mark on the UK scene, seamlessly blending the past with the present."
WILKINSON,One of the UK’s best known electronic artists whose ‘Cognition’ album became the most successful drum and bass album for a decade.
WILL VARLEY,"Singer songwriter marrying vivid imagery, raw emotion and surrealism to capture his personal musings."
WILLIE J HEALEY,"Willie J Healey is a British singer-songwriter known for his eclectic blend of indie rock and alternative sounds. His music often features catchy melodies, introspective lyrics, and a laid-back, yet energetic vibe."
WODDA,"With a 'no stone left unturned' attitude when producing and hunting for music, Wodda has crafted himself a foundation of versatility."
Y U QT,"UK-centric rave, jungle, garage, house and bassline."
YARD ACT,"Moving effortlessly between a world of hypnotic electronic dance grooves, upbeat vibes and their trademark obtuse post punk narrative in gloriously schizophrenic style."
YEMZ,"The DJ for the girls and the gang. Whether its waistline warpers, baile krud & anything in between, Yemz has been dizzying dance floors and festivals with a spiral of genres doused in steeze & she’s just getting started with her debut production already setting flames with much more in the pipeline"
YOUNG MARCO,"Young Marco is a Dutch DJ and producer known for his eclectic approach to electronic music, blending elements of house, disco, and ambient. His sets are celebrated for their unpredictability and emotional depth."
YOUTH,"Grammy award winning producer, founding member and bassist of the rock band Killing Joke."
YUNG SINGH,Yung Singh is a UK-based DJ making waves in the house and UK garage scenes. He is known for his unique ability to blend old-school rhythmic vibes with contemporary electronic sounds.
YUSHH,Deep and dubby atmospheric electronic sounds.
ZED BIAS,"Zed Bias is a pioneering figure in the UK Garage and 2-step garage scenes. Known for his innovative productions, he played a crucial role in shaping the sound of early 2000s UK dance music."
ZERO 7,"Zero 7 is a British musical duo known for their contributions to the downtempo and chillout genres. Their music often features a blend of electronic and acoustic elements, with lush, ambient soundscapes and soulful vocal performances. They gained popularity in the early 2000s with albums like 'Simple Things' and 'When It Falls'."
ZERO 7 DJ,Presenting their Swim Surreal DJ set.
ZIMMA,"Zimma is associated with the UK bass music scene, producing tracks that blend elements of house, garage, and bassline."
ZOE WREN,"Zoe Wren is a folk musician from the UK, known for her storytelling through music. Her style often incorporates traditional folk elements with modern acoustic sounds, creating a unique blend that resonates with contemporary audiences while preserving the essence of folk music."
